id,masterCategory,subCategory,articleType,,,,,,,
28836,Apparel,Topwear,Kurtas,,,,,,,
31127,Apparel,Dress,Dresses,,,,,,,
26190,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
55462,Personal Care,Lips,Lipstick,,,,,,,
11520,Apparel,Bottomwear,Jeans,,,,,,,
25715,Accessories,Headwear,Caps,,,,,,,
41250,Accessories,Belts,Belts,,,,,,,
40382,Apparel,Topwear,Tops,,,,,,,
38298,Accessories,Wallets,Wallets,,,,,,,
57335,Apparel,Innerwear,Bra,,,,,,,
52647,Accessories,Bags,Handbags,,,,,,,
20267,Footwear,Shoes,Heels,,,,,,,
14052,Apparel,Topwear,Shirts,,,,,,,
53795,Apparel,Topwear,Tshirts,,,,,,,
44722,Footwear,Flip Flops,Flip Flops,,,,,,,
5405,Footwear,Shoes,Sports Shoes,,,,,,,
39178,Apparel,Topwear,Kurtas,,,,,,,
32590,Apparel,Bottomwear,Shorts,,,,,,,
11712,Apparel,Topwear,Shirts,,,,,,,
25527,Apparel,Topwear,Shirts,,,,,,,
57107,Apparel,Topwear,Tops,,,,,,,
20869,Footwear,Sandal,Sandals,,,,,,,
33442,Accessories,Bags,Handbags,,,,,,,
58973,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
52475,Apparel,Loungewear and Nightwear,Bath Robe,,,,,,,
39944,Footwear,Shoes,Casual Shoes,,,,,,,
21187,Footwear,Flip Flops,Flip Flops,,,,,,,
36130,Footwear,Shoes,Casual Shoes,,,,,,,
44510,Footwear,Shoes,Casual Shoes,,,,,,,
20055,Accessories,Mufflers,Mufflers,,,,,,,
50322,Apparel,Topwear,Kurtas,,,,,,,
28238,Personal Care,Fragrance,Deodorant,,,,,,,
13879,Apparel,Topwear,Shirts,,,,,,,
47395,Accessories,Bags,Handbags,,,,,,,
46247,Apparel,Topwear,Tunics,,,,,,,
7160,Apparel,Topwear,Tunics,,,,,,,
22702,Footwear,Shoes,Casual Shoes,,,,,,,
8914,Footwear,Shoes,Sports Shoes,,,,,,,
16537,Accessories,Headwear,Caps,,,,,,,
43735,Accessories,Jewellery,Bangle,,,,,,,
13045,Footwear,Shoes,Flats,,,,,,,
27270,Apparel,Topwear,Kurtas,,,,,,,
12197,Apparel,Topwear,Tshirts,,,,,,,
55650,Footwear,Shoes,Heels,,,,,,,
31315,Apparel,Topwear,Kurtas,,,,,,,
6274,Apparel,Topwear,Tshirts,,,,,,,
47153,Apparel,Bottomwear,Capris,,,,,,,
17623,Apparel,Bottomwear,Track Pants,,,,,,,
48927,Accessories,Jewellery,Ring,,,,,,,
51036,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
26958,Apparel,Topwear,Shirts,,,,,,,
46081,Footwear,Sandal,Sandals,,,,,,,
35573,Footwear,Flip Flops,Flip Flops,,,,,,,
13283,Apparel,Topwear,Shirts,,,,,,,
54544,Footwear,Shoes,Sports Shoes,,,,,,,
30001,Accessories,Watches,Watches,,,,,,,
29910,Accessories,Watches,Watches,,,,,,,
3706,Apparel,Topwear,Tshirts,,,,,,,
26164,Apparel,Bottomwear,Trousers,,,,,,,
55496,Personal Care,Lips,Lip Gloss,,,,,,,
56213,Accessories,Jewellery,Earrings,,,,,,,
15948,Accessories,Ties,Ties,,,,,,,
40376,Apparel,Topwear,Tops,,,,,,,
24633,Footwear,Flip Flops,Flip Flops,,,,,,,
10406,Apparel,Dress,Dresses,,,,,,,
4523,Footwear,Shoes,Sports Shoes,,,,,,,
45604,Footwear,Shoes,Formal Shoes,,,,,,,
15174,Apparel,Topwear,Tshirts,,,,,,,
21341,Accessories,Eyewear,Sunglasses,,,,,,,
53761,Apparel,Topwear,Tshirts,,,,,,,
37224,Apparel,Topwear,Shirts,,,,,,,
32564,Apparel,Bottomwear,Trousers,,,,,,,
56021,Personal Care,Lips,Lipstick,,,,,,,
24401,Apparel,Topwear,Kurtas,,,,,,,
10634,Footwear,Shoes,Formal Shoes,,,,,,,
40144,Apparel,Topwear,Tops,,,,,,,
58987,Personal Care,Fragrance,Deodorant,,,,,,,
59069,Apparel,Innerwear,Bra,,,,,,,
15346,Apparel,Topwear,Tshirts,,,,,,,
52481,Apparel,Loungewear and Nightwear,Baby Dolls,,,,,,,
21173,Apparel,Topwear,Shirts,,,,,,,
4711,Accessories,Watches,Watches,,,,,,,
40978,Apparel,Topwear,Tshirts,,,,,,,
14294,Apparel,Topwear,Tshirts,,,,,,,
17411,Footwear,Shoes,Sports Shoes,,,,,,,
9832,Apparel,Topwear,Tshirts,,,,,,,
23624,Apparel,Topwear,Tops,,,,,,,
6046,Apparel,Topwear,Shirts,,,,,,,
34693,Apparel,Bottomwear,Shorts,,,,,,,
47361,Accessories,Bags,Handbags,,,,,,,
7194,Apparel,Topwear,Tops,,,,,,,
51204,Apparel,Innerwear,Bra,,,,,,,
30233,Footwear,Shoes,Casual Shoes,,,,,,,
48329,Accessories,Bags,Handbags,,,,,,,
18459,Personal Care,Fragrance,Deodorant,,,,,,,
27284,Apparel,Topwear,Kurtas,,,,,,,
12163,Apparel,Bottomwear,Leggings,,,,,,,
42613,Accessories,Jewellery,Jewellery Set,,,,,,,
3534,Apparel,Topwear,Tshirts,,,,,,,
24065,Apparel,Topwear,Shirts,,,,,,,
10250,Accessories,Bags,Handbags,,,,,,,
57597,Personal Care,Lips,Lipstick,,,,,,,
40520,Accessories,Watches,Watches,,,,,,,
1607,Apparel,Bottomwear,Track Pants,,,,,,,
11382,Apparel,Topwear,Tshirts,,,,,,,
44180,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
37472,Accessories,Watches,Watches,,,,,,,
53137,Footwear,Shoes,Flats,,,,,,,
15722,Footwear,Shoes,Sports Shoes,,,,,,,
4375,Apparel,Topwear,Tshirts,,,,,,,
35325,Accessories,Jewellery,Earrings,,,,,,,
22392,Apparel,Topwear,Tops,,,,,,,
51660,Accessories,Watches,Watches,,,,,,,
17075,Accessories,Belts,Belts,,,,,,,
23240,Apparel,Topwear,Kurtas,,,,,,,
6422,Footwear,Shoes,Casual Shoes,,,,,,,
18801,Accessories,Belts,Belts,,,,,,,
26732,Personal Care,Fragrance,Deodorant,,,,,,,
12507,Footwear,Shoes,Casual Shoes,,,,,,,
31785,Apparel,Topwear,Tops,,,,,,,
3150,Footwear,Shoes,Sports Shoes,,,,,,,
17849,Apparel,Topwear,Tshirts,,,,,,,
29548,Apparel,Topwear,Tshirts,,,,,,,
42879,Accessories,Bags,Clutches,,,,,,,
16395,Apparel,Topwear,Shirts,,,,,,,
51452,Apparel,Topwear,Tops,,,,,,,
6610,Apparel,Topwear,Tshirts,,,,,,,
47537,Footwear,Shoes,Flats,,,,,,,
17247,Apparel,Topwear,Tshirts,,,,,,,
23072,Apparel,Bottomwear,Trousers,,,,,,,
42045,Footwear,Shoes,Casual Shoes,,,,,,,
3362,Apparel,Topwear,Tshirts,,,,,,,
12735,Accessories,Headwear,Caps,,,,,,,
54120,Footwear,Shoes,Flats,,,,,,,
30465,Apparel,Innerwear,Bra,,,,,,,
9658,Apparel,Topwear,Shirts,,,,,,,
43197,Accessories,Watches,Watches,,,,,,,
38608,Apparel,Topwear,Tshirts,,,,,,,
24257,Footwear,Shoes,Casual Shoes,,,,,,,
10062,Apparel,Topwear,Tshirts,,,,,,,
56677,Accessories,Watches,Watches,,,,,,,
25385,Apparel,Innerwear,Briefs,,,,,,,
32332,Accessories,Watches,Watches,,,,,,,
5095,Apparel,Topwear,Tshirts,,,,,,,
37640,Accessories,Bags,Clutches,,,,,,,
4147,Footwear,Shoes,Sports Shoes,,,,,,,
36792,Accessories,Watches,Watches,,,,,,,
45260,Accessories,Watches,Watches,,,,,,,
15510,Footwear,Shoes,Casual Shoes,,,,,,,
21725,Apparel,Topwear,Sweatshirts,,,,,,,
34038,Apparel,Topwear,Shirts,,,,,,,
43956,Footwear,Sandal,Sports Sandals,,,,,,,
28467,Apparel,Topwear,Tshirts,,,,,,,
16368,Apparel,Bottomwear,Trousers,,,,,,,
42884,Accessories,Bags,Clutches,,,,,,,
55833,Personal Care,Makeup,Highlighter and Blush,,,,,,,
46418,Accessories,Watches,Watches,,,,,,,
48582,Accessories,Jewellery,Bracelet,,,,,,,
30498,Apparel,Innerwear,Bra,,,,,,,
8777,Apparel,Topwear,Shirts,,,,,,,
19320,Accessories,Bags,Backpacks,,,,,,,
25378,Apparel,Innerwear,Innerwear Vests,,,,,,,
4986,Apparel,Topwear,Tshirts,,,,,,,
39727,Apparel,Topwear,Shirts,,,,,,,
57758,Personal Care,Skin Care,Face Wash and Cleanser,,,,,,,
5854,Accessories,Bags,Handbags,,,,,,,
11971,Footwear,Shoes,Sports Shoes,,,,,,,
5068,Accessories,Watches,Watches,,,,,,,
39515,Accessories,Bags,Laptop Bag,,,,,,,
45893,Accessories,Watches,Watches,,,,,,,
44941,Footwear,Shoes,Formal Shoes,,,,,,,
24098,Footwear,Sandal,Sandals,,,,,,,
4388,Apparel,Topwear,Tshirts,,,,,,,
58522,Accessories,Accessories,Travel Accessory,,,,,,,
28655,Footwear,Shoes,Sports Shoes,,,,,,,
2843,Apparel,Topwear,Tshirts,,,,,,,
17088,Accessories,Wallets,Wallets,,,,,,,
3991,Apparel,Topwear,Tshirts,,,,,,,
29787,Apparel,Topwear,Tshirts,,,,,,,
9497,Footwear,Sandal,Sandals,,,,,,,
13428,Apparel,Topwear,Tshirts,,,,,,,
19112,Apparel,Topwear,Tshirts,,,,,,,
16966,Footwear,Shoes,Sports Shoes,,,,,,,
49662,Accessories,Eyewear,Sunglasses,,,,,,,
20860,Accessories,Eyewear,Sunglasses,,,,,,,
32599,Apparel,Topwear,Tops,,,,,,,
39171,Apparel,Topwear,Kurtas,,,,,,,
36905,Accessories,Watches,Watches,,,,,,,
57932,Apparel,Topwear,Tshirts,,,,,,,
58146,Accessories,Bags,Backpacks,,,,,,,
40985,Apparel,Topwear,Tshirts,,,,,,,
41857,Footwear,Sandal,Sandals,,,,,,,
59094,Apparel,Innerwear,Bra,,,,,,,
36139,Footwear,Shoes,Sports Shoes,,,,,,,
7169,Apparel,Topwear,Shirts,,,,,,,
28231,Personal Care,Fragrance,Deodorant,,,,,,,
13870,Apparel,Topwear,Shirts,,,,,,,
19576,Apparel,Topwear,Tops,,,,,,,
7955,Apparel,Topwear,Tshirts,,,,,,,
8121,Accessories,Belts,Belts,,,,,,,
27279,Apparel,Topwear,Kurtas,,,,,,,
6887,Apparel,Topwear,Jackets,,,,,,,
31912,Accessories,Bags,Handbags,,,,,,,
49808,Footwear,Flip Flops,Flip Flops,,,,,,,
22539,Footwear,Shoes,Heels,,,,,,,
27877,Apparel,Topwear,Shirts,,,,,,,
6289,Apparel,Topwear,Tshirts,,,,,,,
28003,Apparel,Innerwear,Briefs,,,,,,,
8313,Accessories,Bags,Handbags,,,,,,,
49034,Accessories,Jewellery,Ring,,,,,,,
19744,Apparel,Topwear,Jackets,,,,,,,
26199,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
47992,Accessories,Watches,Watches,,,,,,,
18696,Apparel,Innerwear,Briefs,,,,,,,
2629,Footwear,Shoes,Flats,,,,,,,
14867,Accessories,Wallets,Wallets,,,,,,,
38291,Accessories,Wallets,Wallets,,,,,,,
11529,Apparel,Topwear,Sweaters,,,,,,,
41259,Accessories,Wallets,Wallets,,,,,,,
1890,Apparel,Topwear,Tshirts,,,,,,,
15189,Apparel,Topwear,Tshirts,,,,,,,
24408,Footwear,Shoes,Sports Shoes,,,,,,,
20894,Footwear,Shoes,Casual Shoes,,,,,,,
21946,Accessories,Bags,Handbags,,,,,,,
39185,Apparel,Topwear,Kurtas,,,,,,,
56028,Personal Care,Lips,Lipstick,,,,,,,
40971,Footwear,Shoes,Casual Shoes,,,,,,,
52488,Apparel,Innerwear,Camisoles,,,,,,,
59060,Apparel,Topwear,Kurtas,,,,,,,
4718,Apparel,Topwear,Tshirts,,,,,,,
56814,Apparel,Topwear,Kurtis,,,,,,,
12956,Footwear,Shoes,Sports Shoes,,,,,,,
29317,Accessories,Bags,Backpacks,,,,,,,
17418,Accessories,Watches,Watches,,,,,,,
47368,Accessories,Bags,Handbags,,,,,,,
13884,Apparel,Topwear,Shirts,,,,,,,
19582,Apparel,Topwear,Tshirts,,,,,,,
48320,Accessories,Jewellery,Bracelet,,,,,,,
9007,Accessories,Bags,Handbags,,,,,,,
6873,Apparel,Dress,Dresses,,,,,,,
18450,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
29125,Accessories,Eyewear,Sunglasses,,,,,,,
26951,Apparel,Topwear,Tshirts,,,,,,,
27883,Apparel,Topwear,Tshirts,,,,,,,
30834,Apparel,Topwear,Kurtas,,,,,,,
29919,Accessories,Watches,Watches,,,,,,,
42428,Apparel,Topwear,Kurtas,,,,,,,
12358,Apparel,Topwear,Shirts,,,,,,,
48112,Accessories,Belts,Belts,,,,,,,
9235,Apparel,Topwear,Shirts,,,,,,,
14893,Accessories,Accessories,Travel Accessory,,,,,,,
15941,Accessories,Belts,Belts,,,,,,,
53768,Apparel,Topwear,Tshirts,,,,,,,
21348,Accessories,Eyewear,Sunglasses,,,,,,,
59252,Accessories,Watches,Watches,,,,,,,
6619,Footwear,Shoes,Sports Shoes,,,,,,,
54915,Apparel,Topwear,Tshirts,,,,,,,
50589,Apparel,Innerwear,Briefs,,,,,,,
42870,Accessories,Bags,Handbags,,,,,,,
18206,Accessories,Headwear,Caps,,,,,,,
54129,Footwear,Shoes,Heels,,,,,,,
23847,Footwear,Shoes,Sports Shoes,,,,,,,
48576,Accessories,Jewellery,Bracelet,,,,,,,
9651,Apparel,Topwear,Shirts,,,,,,,
8783,Apparel,Topwear,Shirts,,,,,,,
4972,Apparel,Topwear,Shirts,,,,,,,
38601,Apparel,Topwear,Tshirts,,,,,,,
45269,Accessories,Watches,Watches,,,,,,,
11985,Footwear,Shoes,Sports Shoes,,,,,,,
59636,Apparel,Saree,Sarees,,,,,,,
15519,Footwear,Flip Flops,Flip Flops,,,,,,,
10857,Apparel,Topwear,Tshirts,,,,,,,
10259,Apparel,Bottomwear,Trousers,,,,,,,
53902,Accessories,Bags,Handbags,,,,,,,
38433,Accessories,Bags,Mobile Pouch,,,,,,,
40529,Accessories,Watches,Watches,,,,,,,
59404,Apparel,Topwear,Tops,,,,,,,
25982,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
44189,Footwear,Flip Flops,Flip Flops,,,,,,,
24850,Accessories,Belts,Belts,,,,,,,
23249,Footwear,Shoes,Formal Shoes,,,,,,,
18808,Accessories,Belts,Belts,,,,,,,
51669,Accessories,Eyewear,Sunglasses,,,,,,,
3965,Apparel,Topwear,Tops,,,,,,,
29773,Apparel,Topwear,Shirts,,,,,,,
48744,Accessories,Jewellery,Bangle,,,,,,,
17840,Footwear,Shoes,Sports Shoes,,,,,,,
9463,Apparel,Topwear,Shirts,,,,,,,
18034,Accessories,Bags,Handbags,,,,,,,
16992,Accessories,Belts,Belts,,,,,,,
3159,Footwear,Shoes,Sports Shoes,,,,,,,
49696,Free Items,Free Gifts,Ties,,,,,,,
14858,Accessories,Wallets,Wallets,,,,,,,
33646,Footwear,Sandal,Sandals,,,,,,,
57303,Footwear,Shoes,Heels,,,,,,,
11516,Footwear,Shoes,Heels,,,,,,,
41266,Accessories,Wallets,Wallets,,,,,,,
20251,Apparel,Topwear,Tshirts,,,,,,,
14064,Apparel,Topwear,Tshirts,,,,,,,
44714,Footwear,Flip Flops,Flip Flops,,,,,,,
5433,Apparel,Topwear,Tshirts,,,,,,,
52671,Accessories,Watches,Watches,,,,,,,
59299,Apparel,Topwear,Shirts,,,,,,,
49837,Footwear,Flip Flops,Flip Flops,,,,,,,
16733,Footwear,Flip Flops,Flip Flops,,,,,,,
7364,Footwear,Shoes,Casual Shoes,,,,,,,
34463,Accessories,Bags,Backpacks,,,,,,,
47191,Footwear,Shoes,Formal Shoes,,,,,,,
27848,Apparel,Topwear,Tshirts,,,,,,,
31111,Apparel,Bottomwear,Jeans,,,,,,,
55454,Personal Care,Lips,Lipstick,,,,,,,
12393,Accessories,Socks,Socks,,,,,,,
13241,Apparel,Topwear,Jackets,,,,,,,
54586,Apparel,Topwear,Kurtas,,,,,,,
27074,Footwear,Shoes,Flats,,,,,,,
2616,Footwear,Shoes,Flats,,,,,,,
43531,Apparel,Topwear,Tops,,,,,,,
46271,Apparel,Dress,Dresses,,,,,,,
35783,Footwear,Shoes,Heels,,,,,,,
7156,Apparel,Topwear,Shirts,,,,,,,
22734,Footwear,Shoes,Sports Shoes,,,,,,,
8922,Accessories,Belts,Belts,,,,,,,
16501,Apparel,Topwear,Tshirts,,,,,,,
50314,Accessories,Ties,Ties,,,,,,,
34651,Footwear,Shoes,Sports Shoes,,,,,,,
6084,Apparel,Topwear,Tshirts,,,,,,,
19549,Apparel,Topwear,Sweatshirts,,,,,,,
49239,Accessories,Headwear,Caps,,,,,,,
31323,Apparel,Topwear,Kurtas,,,,,,,
43703,Accessories,Jewellery,Jewellery Set,,,,,,,
13073,Footwear,Shoes,Casual Shoes,,,,,,,
57131,Apparel,Topwear,Tops,,,,,,,
40186,Apparel,Topwear,Kurtis,,,,,,,
58945,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
33474,Accessories,Belts,Belts,,,,,,,
59897,Apparel,Dress,Dresses,,,,,,,
11724,Apparel,Topwear,Shirts,,,,,,,
5601,Footwear,Flip Flops,Flip Flops,,,,,,,
20063,Accessories,Mufflers,Mufflers,,,,,,,
53591,Free Items,Free Gifts,Free Gifts,,,,,,,
58179,Accessories,Bags,Handbags,,,,,,,
39972,Footwear,Shoes,Casual Shoes,,,,,,,
15384,Footwear,Flip Flops,Flip Flops,,,,,,,
52443,Apparel,Loungewear and Nightwear,Nightdress,,,,,,,
41868,Footwear,Sandal,Sandals,,,,,,,
36106,Accessories,Wallets,Wallets,,,,,,,
23282,Accessories,Watches,Watches,,,,,,,
34235,Apparel,Topwear,Tshirts,,,,,,,
46615,Footwear,Shoes,Heels,,,,,,,
19911,Accessories,Bags,Messenger Bag,,,,,,,
7532,Apparel,Topwear,Tshirts,,,,,,,
22350,Apparel,Topwear,Shirts,,,,,,,
16165,Footwear,Shoes,Casual Shoes,,,,,,,
2040,Apparel,Topwear,Tshirts,,,,,,,
30695,Footwear,Shoes,Flats,,,,,,,
43367,Footwear,Shoes,Flats,,,,,,,
13417,Apparel,Topwear,Shirts,,,,,,,
27622,Apparel,Bottomwear,Trousers,,,,,,,
55202,Personal Care,Lips,Lip Care,,,,,,,
3192,Apparel,Topwear,Tshirts,,,,,,,
16959,Accessories,Eyewear,Sunglasses,,,,,,,
11340,Apparel,Bottomwear,Jeans,,,,,,,
25175,Accessories,Bags,Handbags,,,,,,,
10292,Footwear,Shoes,Heels,,,,,,,
57555,Personal Care,Lips,Lipstick,,,,,,,
52027,Apparel,Topwear,Rain Jacket,,,,,,,
36562,Apparel,Topwear,Tshirts,,,,,,,
25949,Accessories,Scarves,Scarves,,,,,,,
44142,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
5265,Accessories,Bags,Messenger Bag,,,,,,,
14632,Accessories,Mufflers,Mufflers,,,,,,,
11172,Apparel,Topwear,Sweaters,,,,,,,
25347,Apparel,Innerwear,Briefs,,,,,,,
39718,Apparel,Topwear,Tops,,,,,,,
41602,Apparel,Topwear,Shirts,,,,,,,
33222,Apparel,Topwear,Tunics,,,,,,,
24295,Accessories,Socks,Socks,,,,,,,
57767,Personal Care,Skin,Face Moisturisers,,,,,,,
36750,Apparel,Dress,Dresses,,,,,,,
37682,Accessories,Bags,Backpacks,,,,,,,
34007,Apparel,Topwear,Tops,,,,,,,
50542,Apparel,Innerwear,Briefs,,,,,,,
17285,Apparel,Topwear,Tshirts,,,,,,,
43969,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
28458,Apparel,Bottomwear,Capris,,,,,,,
22162,Footwear,Shoes,Casual Shoes,,,,,,,
16357,Apparel,Topwear,Shirts,,,,,,,
46427,Accessories,Watches,Watches,,,,,,,
7700,Apparel,Topwear,Tops,,,,,,,
27410,Apparel,Loungewear and Nightwear,Lounge Pants,,,,,,,
2272,Apparel,Topwear,Tshirts,,,,,,,
43155,Accessories,Watches,Watches,,,,,,,
42087,Footwear,Shoes,Sports Shoes,,,,,,,
8748,Apparel,Topwear,Shirts,,,,,,,
55030,Personal Care,Lips,Lipstick,,,,,,,
17043,Footwear,Shoes,Casual Shoes,,,,,,,
50784,Footwear,Shoes,Heels,,,,,,,
2888,Footwear,Shoes,Heels,,,,,,,
23276,Accessories,Watches,Watches,,,,,,,
6414,Footwear,Flip Flops,Flip Flops,,,,,,,
18837,Accessories,Belts,Belts,,,,,,,
35313,Accessories,Jewellery,Earrings,,,,,,,
51656,Accessories,Watches,Watches,,,,,,,
16191,Apparel,Topwear,Tshirts,,,,,,,
30661,Accessories,Eyewear,Sunglasses,,,,,,,
43393,Accessories,Wallets,Wallets,,,,,,,
26704,Footwear,Shoes,Sports Shoes,,,,,,,
12531,Apparel,Topwear,Sweatshirts,,,,,,,
42241,Apparel,Topwear,Tops,,,,,,,
56473,Personal Care,Nails,Nail Polish,,,,,,,
25181,Accessories,Bags,Handbags,,,,,,,
24053,Apparel,Topwear,Tshirts,,,,,,,
10266,Footwear,Shoes,Casual Shoes,,,,,,,
40516,Accessories,Watches,Watches,,,,,,,
15714,Footwear,Shoes,Sports Shoes,,,,,,,
21521,Accessories,Bags,Handbags,,,,,,,
4343,Footwear,Shoes,Casual Shoes,,,,,,,
5291,Footwear,Shoes,Formal Shoes,,,,,,,
53101,Accessories,Jewellery,Earrings,,,,,,,
32304,Accessories,Watches,Watches,,,,,,,
57793,Personal Care,Makeup,Compact,,,,,,,
10054,Apparel,Topwear,Tshirts,,,,,,,
4171,Footwear,Shoes,Sports Shoes,,,,,,,
45256,Accessories,Watches,Watches,,,,,,,
59609,Apparel,Saree,Sarees,,,,,,,
15526,Footwear,Shoes,Heels,,,,,,,
21713,Accessories,Watches,Watches,,,,,,,
44384,Personal Care,Fragrance,Deodorant,,,,,,,
37676,Accessories,Bags,Backpacks,,,,,,,
6626,Footwear,Shoes,Sports Shoes,,,,,,,
47501,Footwear,Shoes,Casual Shoes,,,,,,,
17271,Apparel,Topwear,Tshirts,,,,,,,
23044,Apparel,Bottomwear,Leggings,,,,,,,
22196,Footwear,Shoes,Casual Shoes,,,,,,,
51464,Apparel,Topwear,Tops,,,,,,,
54116,Footwear,Shoes,Heels,,,,,,,
30453,Apparel,Bottomwear,Jeans,,,,,,,
2286,Apparel,Topwear,Sweatshirts,,,,,,,
23878,Footwear,Shoes,Casual Shoes,,,,,,,
48549,Accessories,Belts,Belts,,,,,,,
42073,Accessories,Wallets,Wallets,,,,,,,
31581,Apparel,Topwear,Tshirts,,,,,,,
3354,Apparel,Topwear,Tshirts,,,,,,,
26536,Footwear,Shoes,Casual Shoes,,,,,,,
12703,Footwear,Shoes,Sports Shoes,,,,,,,
24605,Apparel,Apparel Set,Kurta Sets,,,,,,,
10430,Apparel,Topwear,Shirts,,,,,,,
56225,Apparel,Loungewear and Nightwear,Night suits,,,,,,,
39388,Apparel,Bottomwear,Jeans,,,,,,,
14090,Apparel,Topwear,Tshirts,,,,,,,
53757,Footwear,Shoes,Sports Shoes,,,,,,,
37212,Apparel,Topwear,Shirts,,,,,,,
4515,Footwear,Shoes,Sports Shoes,,,,,,,
45632,Apparel,Innerwear,Briefs,,,,,,,
51000,Apparel,Innerwear,Bra,,,,,,,
7390,Footwear,Shoes,Formal Shoes,,,,,,,
35545,Footwear,Sandal,Sandals,,,,,,,
6242,Apparel,Topwear,Tshirts,,,,,,,
47165,Accessories,Belts,Belts,,,,,,,
17615,Apparel,Topwear,Tshirts,,,,,,,
48911,Accessories,Jewellery,Pendant,,,,,,,
29926,Accessories,Watches,Watches,,,,,,,
42417,Accessories,Accessories,Messenger Bag,,,,,,,
3730,Apparel,Topwear,Tshirts,,,,,,,
26152,Apparel,Bottomwear,Trousers,,,,,,,
12367,Apparel,Topwear,Shirts,,,,,,,
54572,Apparel,Topwear,Kurtas,,,,,,,
27080,Footwear,Shoes,Heels,,,,,,,
30037,Accessories,Watches,Watches,,,,,,,
46285,Apparel,Dress,Dresses,,,,,,,
12969,Footwear,Shoes,Sports Shoes,,,,,,,
35777,Footwear,Shoes,Sports Shoes,,,,,,,
51232,Apparel,Topwear,Kurtas,,,,,,,
17427,Accessories,Watches,Watches,,,,,,,
9804,Apparel,Topwear,Shirts,,,,,,,
23612,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
6070,Apparel,Topwear,Tshirts,,,,,,,
47357,Accessories,Bags,Mobile Pouch,,,,,,,
26360,Apparel,Topwear,Tshirts,,,,,,,
12155,Apparel,Bottomwear,Leggings,,,,,,,
42625,Accessories,Jewellery,Earrings,,,,,,,
3502,Apparel,Topwear,Tshirts,,,,,,,
30205,Accessories,Bags,Handbags,,,,,,,
9038,Footwear,Shoes,Formal Shoes,,,,,,,
54740,Footwear,Shoes,Casual Shoes,,,,,,,
13087,Footwear,Shoes,Casual Shoes,,,,,,,
10602,Apparel,Topwear,Tshirts,,,,,,,
40172,Accessories,Eyewear,Sunglasses,,,,,,,
33480,Accessories,Belts,Belts,,,,,,,
59863,Personal Care,Skin Care,Eye Cream,,,,,,,
32552,Footwear,Shoes,Casual Shoes,,,,,,,
21979,Accessories,Bags,Clutches,,,,,,,
56017,Personal Care,Lips,Lipstick,,,,,,,
20097,Apparel,Topwear,Kurtas,,,,,,,
53565,Accessories,Watches,Watches,,,,,,,
15370,Apparel,Topwear,Sweatshirts,,,,,,,
39986,Footwear,Shoes,Casual Shoes,,,,,,,
21145,Apparel,Topwear,Shirts,,,,,,,
4727,Apparel,Topwear,Tshirts,,,,,,,
45400,Footwear,Shoes,Flats,,,,,,,
38434,Accessories,Bags,Handbags,,,,,,,
53905,Accessories,Bags,Handbags,,,,,,,
1609,Apparel,Topwear,Sweatshirts,,,,,,,
57599,Personal Care,Lips,Lipstick,,,,,,,
25985,Personal Care,Fragrance,Perfume and Body Mist,,,,,,,
59403,Apparel,Topwear,Tshirts,,,,,,,
21519,Accessories,Bags,Handbags,,,,,,,
53139,Footwear,Shoes,Heels,,,,,,,
29774,Apparel,Topwear,Shirts,,,,,,,
3962,Apparel,Topwear,Tops,,,,,,,
18033,Accessories,Bags,Handbags,,,,,,,
17847,Footwear,Shoes,Sports Shoes,,,,,,,
9464,Apparel,Topwear,Shirts,,,,,,,
48743,Accessories,Jewellery,Bangle,,,,,,,
16995,Footwear,Sandal,Sports Sandals,,,,,,,
12509,Footwear,Shoes,Casual Shoes,,,,,,,
17249,Apparel,Topwear,Tshirts,,,,,,,
47539,Footwear,Shoes,Flats,,,,,,,
29546,Apparel,Topwear,Tshirts,,,,,,,
42877,Accessories,Wallets,Wallets,,,,,,,
9656,Apparel,Topwear,Shirts,,,,,,,
23840,Footwear,Shoes,Casual Shoes,,,,,,,
43199,Accessories,Watches,Watches,,,,,,,
18201,Apparel,Topwear,Jackets,,,,,,,
35925,Accessories,Bags,Clutches,,,,,,,
8784,Accessories,Eyewear,Sunglasses,,,,,,,
4975,Apparel,Topwear,Tshirts,,,,,,,
56679,Footwear,Shoes,Heels,,,,,,,
24259,Footwear,Shoes,Casual Shoes,,,,,,,
38606,Apparel,Topwear,Tshirts,,,,,,,
59631,Apparel,Saree,Sarees,,,,,,,
4149,Footwear,Shoes,Sports Shoes,,,,,,,
10850,Apparel,Topwear,Tshirts,,,,,,,
26956,Apparel,Topwear,Tops,,,,,,,
29122,Accessories,Headwear,Caps,,,,,,,
51038,Apparel,Innerwear,Briefs,,,,,,,
30833,Apparel,Topwear,Kurtas,,,,,,,
